502001,500等权A
502002,500等权B
502004,军工A
502005,军工B
502007,国企改A
502008,国企改B
502011,证券A
502012,证券B
502014,一带一A
502015,一带一B
502017,带路A
502018,带路B
502021,国金50A
502022,国金50B
502024,钢铁A
502025,钢铁B
502027,新丝路A
502028,新丝路B
502031,高铁A
502032,高铁B
502037,网金A
502038,网金B
502041,上50A
502042,上50B
502049,上证50A
502050,上证50B
502054,券商A
502055,券商B
502057,医疗A
502058,医疗B
150008,瑞和小康
150009,瑞和远见
150012,中证100A
150013,中证100B
150018,银华稳进
150019,银华锐进
150020,汇利A
150021,汇利B
150022,深成指A
150023,深成指B
150028,中证500A
150029,中证500B
150030,中证90A
150031,中证90B
150032,多利优先
150033,多利进取
150036,建信稳健
150037,建信进取
150039,鼎利A
150040,鼎利B
150049,消费收益
150050,消费进取
150051,沪深300A
150052,沪深300B
150053,泰达500A
150054,泰达500B
150055,500A
150056,500B
150057,中小300A
150058,中小300B
150059,资源A级
150060,资源B级
150064,同瑞A
150065,同瑞B
150066,互利A
150067,互利B
150073,诺安稳健
150075,诺安进取
150076,浙商稳健
150077,浙商进取
150083,深证100A
150084,深证100B
150085,中小板A
150086,中小板B
150088,金鹰500A
150089,金鹰500B
150090,成长A
150091,成长B
150092,诺德300A
150093,诺德300B
150094,泰信400A
150095,泰信400B
150096,商品A
150097,商品B
150100,资源A
150101,资源B
150104,HS300A
150105,HS300B
150106,中小A
150107,中小B
150108,同辉100A
150109,同辉100B
150112,深100A
150113,深100B
150117,房地产A
150118,房地产B
150121,银河优先
150122,银河进取
150123,建信50A
150124,建信50B
150130,医药A
150131,医药B
150133,德信A
150134,德信B
150135,国富100A
150136,国富100B
150138,中证800A
150139,中证800B
150140,国金300A
150141,国金300B
150142,互利债B
150143,转债A级
150144,转债B级
150145,高贝塔A
150146,高贝塔B
150147,同利B
150148,医药800A
150149,医药800B
150150,有色800A
150151,有色800B
150152,创业板A
150153,创业板B
150154,惠丰B
150156,中银互B
150157,金融A
150158,金融B
150160,通福B
150161,惠鑫B
150164,可转债A
150165,可转债B
150167,银华300A
150168,银华300B
150171,证券A
150172,证券B
150173,TMT中证A
150174,TMT中证B
150177,证保A
150178,证保B
150179,信息A
150180,信息B
150181,军工A
150182,军工B
150184,环保A
150185,环保B
150186,军工A级
150187,军工B级
150188,转债优先
150189,转债进取
150190,NCF环保A
150191,NCF环保B
150192,地产A
150193,地产B
150194,互联网A
150195,互联网B
150196,有色A
150197,有色B
150198,食品A
150199,食品B
150200,券商A
150201,券商B
150203,传媒A
150204,传媒B
150205,国防A
150206,国防B
150207,地产A端
150208,地产B端
150209,国企改A
150210,国企改B
150211,新能车A
150212,新能车B
150213,成长A级
150214,成长B级
150215,TMTA
150216,TMTB
150217,新能源A
150218,新能源B
150219,健康A
150220,健康B
150221,中航军A
150222,中航军B
150223,证券A级
150224,证券B级
150225,证保A级
150226,证保B级
150227,银行A
150228,银行B
150229,酒A
150230,酒B
150231,电子A
150232,电子B
150233,传媒业A
150234,传媒业B
150235,券商A级
150236,券商B级
150237,环保A级
150238,环保B级
150241,银行A级
150242,银行B级
150243,创业A
150244,创业B
150245,互联A
150246,互联B
150247,传媒A级
150248,传媒B级
150249,银行A端
150250,银行B端
150251,煤炭A
150252,煤炭B
150255,银行业A
150256,银行业B
150257,生物A
150258,生物B
150259,重组A
150260,重组B
150261,医疗A
150262,医疗B
150263,1000A
150264,1000B
150265,一带A
150266,一带B
150267,银行A类
150268,银行B类
150269,白酒A
150270,白酒B
150271,生物药A
150272,生物药B
150273,带路A
150274,带路B
150275,一带一A
150276,一带一B
150277,高铁A
150278,高铁B
150279,新能A
150280,新能B
150281,金融地A
150282,金融地B
150283,SW医药A
150284,SW医药B
150287,钢铁A
150288,钢铁B
150289,煤炭A级
150290,煤炭B级
150291,银行A份
150292,银行B份
150293,高铁A级
150294,高铁B级
150295,改革A
150296,改革B
150297,互联A级
150298,互联B级
150299,银行股A
150300,银行股B
150301,证券股A
150302,证券股B
150303,创业股A
150304,创业股B
150305,养老A
150306,养老B
150307,体育A
150308,体育B
150309,信息安A
150310,信息安B
150311,智能A
150312,智能B
150315,工业4A
150316,工业4B
150317,E金融A
150318,E金融B
150321,煤炭A基
150322,煤炭B基
150323,环保A端
150324,环保B端
150325,高铁A端
150326,高铁B端
150327,新能A级
150328,新能B级
150329,保险A
150330,保险B
150331,网金融A
150332,网金融B
150335,军工股A
150336,军工股B
150343,证券A基
150344,证券B基
513100,纳指ETF
513500,标普500
513030,德国30
510900,H股ETF
164701,添富贵金
161116,易基黄金
160719,嘉实黄金
159920,恒生ETF
162411,华宝油气
160416,石油基金
160717,恒生H股
161714,招商金砖
161815,银华通胀
161210,国投新兴
165510,信诚四国
165513,信诚商品
164815,工银资源
160125,南方香港
510010,治理ETF
510020,超大ETF
510030,价值ETF
510050,50ETF
510060,央企ETF
510070,民企ETF
510090,责任ETF
510110,周期ETF
510120,非周ETF
510130,中盘ETF
510150,消费ETF
510160,小康ETF
510170,商品ETF
510180,180ETF
510190,龙头ETF
510210,综指ETF
510220,中小ETF
510230,金融ETF
510260,新兴ETF
510270,国企ETF
510280,成长ETF
510290,380ETF
510300,300ETF
510310,HS300ETF
510330,华夏300
510360,广发300
510410,资源ETF
510420,180EWETF
510430,50等权
510440,500沪市
510500,500ETF
510510,广发500
510520,诺安500
510560,国寿500
510580,ZZ500ETF
510630,消费行业
510650,金融行业
510660,医药行业
510680,万家50
510710,上50ETF
510880,红利ETF
510900,H股ETF
511010,国债ETF
511210,企债ETF
511220,城投ETF
511800,易货币
511810,理财金H
511820,鹏华添利
511830,华泰货币
511850,财富宝E
511860,博时货币
511880,银华日利
511890,景顺货币
511900,富国货币
511910,融通货币
511920,广发货币
511930,中融日盈
511960,嘉实快线
511970,国寿货币
511980,现金添富
511990,华宝添益
512010,医药ETF
512070,非银ETF
512110,中证地产
512120,中证医药
512210,景顺食品
512220,景顺TMT
512230,景顺医药
512300,500医药
512310,500工业
512330,500信息
512340,500原料
512500,中证500
512510,ETF500
512600,主要消费
512610,医药卫生
512640,金融地产
512660,军工ETF
512880,证券ETF
512990,MSCIA股
513030,德国30
513100,纳指ETF
513500,标普500
513600,恒指ETF
513660,恒生通
518800,黄金基金
518880,黄金ETF
159001,保证金
159003,招商快线
159005,添富快钱
159901,深100ETF
159902,中 小 板
159903,深成ETF
159905,深红利
159906,深成长
159907,中小300
159908,深F200
159909,深TMT
159910,深F120
159911,民营ETF
159912,深300ETF
159913,深价值
159915,创业板
159916,深F60
159918,中创400
159919,300ETF
159920,恒生ETF
159921,中小等权
159922,500ETF
159923,100ETF
159924,300等权
159925,南方300
159926,国债ETF
159927,A300ETF
159928,消费ETF
159929,医药ETF
159930,能源ETF
159931,金融ETF
159932,500深ETF
159933,金地ETF
159934,黄金ETF
159935,景顺500
159936,可选消费
159937,博时黄金
159938,广发医药
159939,信息技术
159940,全指金融
159941,纳指100
159942,中创100
159943,深证ETF
159944,全指材料
159945,全指能源
159946,全指消费
159948,创业板EF
159949,创业板50
160105,南方积配
160106,南方高增
160119,南方500
160123,南方50债
160125,南方香港
160128,南方金利
160130,南方永利
160131,南方聚利
160133,南方天元
160211,国泰小盘
160212,国泰估值
160215,国泰价值
160216,国泰商品
160220,国泰民益
160225,新汽车
160311,华夏蓝筹
160314,华夏行业
160415,华安S300
160416,石油基金
160421,华安智增
160505,博时主题
160512,博时卓越
160513,稳健债A
160515,安丰18
160518,博时睿远
160522,博时睿益
160607,鹏华价值
160610,鹏华动力
160611,鹏华治理
160613,鹏华创新
160615,鹏华300
160616,鹏华500
160617,鹏华丰润
160618,鹏华丰泽
160621,鹏华丰和
160622,鹏华丰利
160635,医药基金
160706,嘉实 300
160716,嘉实50
160717,恒生H股
160719,嘉实黄金
160720,中期企债
160805,长盛同智
160806,长盛同庆
160807,长盛300
160810,长盛同丰
160812,长盛同益
160813,长盛同盛
160910,大成创新
160915,大成景丰
160916,优选LOF
160918,大成小盘
160919,大成产业
160921,大成定增
161005,富国天惠
161010,富国天丰
161015,富国天盈
161017,富国500
161019,富国天锋
161033,智能汽车
161115,易基岁丰
161116,易基黄金
161117,易基永旭
161119,易基综债
161210,国投新兴
161213,国投消费
161216,双债A
161217,国投资源
161219,国投产业
161222,国投瑞利
161224,国投丝路
161225,国投瑞盈
161226,白银基金
161227,深证100
161229,国投中国
161230,丰利A类
161505,银河通利
161607,融通巨潮
161610,融通领先
161614,融通添利
161706,招商成长
161713,招商信用
161714,招商金砖
161716,招商双债
161722,招商丰泰
161727,招商增荣
161810,银华内需
161813,银华信用
161815,银华通胀
161820,银华纯债
161821,银华50A
161823,银华永兴
161831,H股分级
161903,万家优选
161907,万家红利
161908,万家添利
161911,万家强债
162006,长城久富
162105,持久增利
162108,元盛债券
162207,泰达效率
162215,泰达聚利
162307,海富100
162308,海富增利
162411,华宝油气
162414,新机遇
162415,美国消费
162510,国安双力
162605,景顺鼎益
162607,景顺资源
162703,广发小盘
162711,广发500L
162712,广发聚利
162715,广发聚源
163001,长信医疗
163003,长信利鑫
163005,长信利众
163110,申万量化
163208,诺安油气
163210,诺安纯债
163302,大摩资源
163402,兴全趋势
163407,兴全300
163409,兴全绿色
163412,兴全轻资
163415,兴全模式
163503,天治核心
163801,中银中国
163819,中银信用
163821,中银300E
163824,中银盛利
163827,中银产债
163907,中海惠裕
164105,华富强债
164206,天弘添利
164208,天弘丰利
164606,信用增利
164701,添富贵金
164702,添富季红
164705,添富恒生
164808,工银四季
164810,工银纯债
164812,工银增利
164814,工银双债
164815,工银资源
164902,交银添利
164906,中国互联
165309,建信300
165311,建信信用
165313,建信优势
165508,信诚深度
165509,信诚增强
165510,信诚四国
165512,信诚机遇
165513,信诚商品
165516,信诚周期
165517,信诚双盈
165705,诺德双翼
165806,东吴100
165807,东吴鼎利
166001,中欧趋势
166006,中欧成长
166007,中欧300
166008,中欧强债
166009,中欧动力
166011,中欧盛世
166012,中欧信用
166016,中欧纯债
166105,信达增利
166401,浦银增利
166902,民生增利
166904,民生添利
167501,安信宝利
168101,九泰锐智
168102,九泰锐富
168104,九泰锐丰
169101,东证睿丰
169102,东证睿阳
